DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
28-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,NaN,NaN,NaN,NaN
28-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.9,4.9,4.9,4.89,0.01,0.20%,800,NaN
28-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.6,0.6,0.6,NaN,NaN,500,NaN
28-Jul-20,NMG,Nation Media Group Plc,9,39.75,10.35,11.2,10.65,10.7,-0.05,0.47%,24600,NaN
28-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.48,3.49,3.48,3.49,-0.01,0.29%,1200,NaN
28-Jul-20,SGL,Standard Group Plc,18,27,22,22,22,23,-1,4.35%,2000,NaN
28-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,13.5,13.5,13.5,13.7,-0.2,1.46%,1200,NaN
28-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.36,0.37,0.36,0.37,-0.01,2.70%,20900,NaN
28-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,19.4,20,19.65,19.35,0.3,1.55%,570500,NaN
28-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
28-Jul-20,BAMB,Bamburi Cement Ltd,19.05,79.75,26,28,27.9,26,1.9,7.31%,3200,NaN
28-Jul-20,CRWN,Crown Paints Kenya Plc,36,68,47,47,47,47,NaN,NaN,NaN,NaN
28-Jul-20,CABL,East African Cables Ltd,1.26,2.8,2.2,2.31,2.21,2.2,0.01,0.45%,33600,NaN
28-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,NaN,NaN,NaN,NaN
28-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.94,6.04,5.96,6,-0.04,0.67%,576600,NaN
28-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
28-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
28-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3.08,1.9,1.95,1.93,1.88,0.05,2.66%,1179600,NaN
28-Jul-20,TOTL,Total Kenya Ltd,21,29,22.9,23.8,22.9,23.9,-1,4.18%,70100,NaN
28-Jul-20,UMME,Umeme Ltd,5.86,8.6,7.88,8,7.98,7.84,0.14,1.79%,7300,NaN
28-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,6.7,6.52,6.8,-0.28,4.12%,51500,NaN
28-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3.18,2.5,2.65,2.53,2.48,0.05,2.02%,737600,NaN
28-Jul-20,JUB,Jubilee Holdings Ltd,210,360.25,240,240,240,240,NaN,NaN,NaN,NaN
28-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.21,2.3,2.4,2.38,2.4,-0.02,0.83%,298700,NaN
28-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,7.9,7.94,7.9,7.94,-0.04,0.50%,900,NaN
28-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,13,13,13,14,-1,7.14%,800,NaN
28-Jul-20,CTUM,Centum Investment Company Plc,15.15,30,23,24,23.55,23.5,0.05,0.21%,24200,NaN
28-Jul-20,HAFR,Home Afrika Ltd,0.3,0.63,0.47,0.48,0.48,0.44,0.04,9.09%,8300,NaN
28-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,NaN,NaN,NaN,NaN
28-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.24,2.24,2.24,2.24,NaN,NaN,NaN,NaN
28-Jul-20,TCL,Trans-Century Plc,1.1,2.7,1.78,1.83,1.83,1.92,-0.09,4.69%,40300,NaN
28-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,12.5,6.6,6.8,6.8,6.88,-0.08,1.16%,8900,NaN
28-Jul-20,BOC,BOC Kenya Plc,53,72,54,54,54,54,NaN,NaN,NaN,NaN
28-Jul-20,BAT,British American Tobacco Kenya Plc,305,505,316.75,316.75,316.75,316.75,NaN,NaN,NaN,NaN
28-Jul-20,CARB,Carbacid Investments Plc,7.2,13,8.5,8.8,8.5,8.48,0.02,0.24%,36800,NaN
28-Jul-20,EABL,East African Breweries Ltd,135,222.25,160,165,163,163,NaN,NaN,104900,NaN
28-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.45,1.35,1.5,1.41,1.41,NaN,NaN,54800,NaN
28-Jul-20,ORCH,Kenya Orchards Ltd,10.5,12.5,12.25,12.25,12.25,12.25,NaN,NaN,NaN,NaN
28-Jul-20,UNGA,Unga Group Ltd,26.1,35,30,30,30,30,NaN,NaN,NaN,NaN
28-Jul-20,SCOM,Safaricom Plc,23.5,35.05,28,29,28.3,29.35,-1.05,3.58%,3034900,NaN
28-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,5.5,5.8,5.7,5.52,0.18,3.26%,41500,NaN
28-Jul-20,GLD,ABSA NewGold ETF,1470,2100,1980,1980,1980,1980,NaN,NaN,100,NaN
28-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,227.73,165.53,167.47,165.9,166.71,-0.81,0.49%,NaN,NaN
28-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,176.98,180.12,177.41,180.12,-2.71,1.50%,NaN,NaN
28-Jul-20,^N20I,NSE 20-Share Index,1723.96,2701.04,1879.34,1879.34,1879.34,1874.33,5.01,0.27%,NaN,NaN
28-Jul-20,^N25I,NSE 25-Share Index,2935.01,4207.9,3111.87,3111.87,3111.87,3142.23,-30.36,0.97%,NaN,NaN
28-Jul-20,^NASI,NSE All-Share Index,124.3,171.36,134.8,134.8,134.8,137.37,-2.57,1.87%,NaN,NaN
28-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2242.89,1614.4,1614.4,1614.4,1621.67,-7.27,0.45%,NaN,NaN
28-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1905.4,1289.42,1289.42,1289.42,1295.23,-5.81,0.45%,NaN,NaN
29-Jul-20,EGAD,Eaagads Ltd,8.2,14,10.5,10.5,10.5,10.5,NaN,NaN,NaN,NaN
29-Jul-20,KUKZ,Kakuzi Plc,300,397,395.75,395.75,395.75,395.75,NaN,NaN,NaN,NaN
29-Jul-20,KAPC,Kapchorua Tea Kenya Plc,59,90,89,90,89.75,89,0.75,0.84%,1000,NaN
29-Jul-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,NaN,NaN,NaN,NaN
29-Jul-20,SASN,Sasini Plc,14.8,20,16.85,18,17.1,16.8,0.3,1.79%,600,NaN
29-Jul-20,WTK,Williamson Tea Kenya Plc,92,150,144,145,144,144,NaN,NaN,3400,NaN
29-Jul-20,CGEN,Car and General (K) Ltd,20,26,22.5,22.5,22.5,22.5,NaN,NaN,200,NaN
29-Jul-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,9.3,9.5,9.34,9.36,-0.02,0.21%,252000,NaN
29-Jul-20,BKG,BK Group Plc,12.15,28,18,18,18,17.25,0.75,4.35%,100,NaN
29-Jul-20,COOP,Co-operative Bank of Kenya Ltd,10.2,16.7,10.5,11,10.7,10.8,-0.1,0.93%,461300,NaN
29-Jul-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,120,65,68,65.75,67.75,-2,2.95%,10000,NaN
29-Jul-20,EQTY,Equity Group Holdings Plc,28,55.25,32.55,33,32.65,32.6,0.05,0.15%,1577900,NaN
29-Jul-20,HFCK,HF Group Ltd,2.86,6.4,3.85,3.9,3.85,3.75,0.1,2.67%,13500,NaN
29-Jul-20,IMH,I & M Holdings Plc,42.5,59,48.95,48.95,48.95,44.5,4.45,10.00%,400,NaN
29-Jul-20,KCB,KCB Group Plc,30,55.5,34.6,35,34.95,34.9,0.05,0.14%,213700,NaN
29-Jul-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
29-Jul-20,NCBA,NCBA Group Plc,20,33.64,25,25.4,25,25.45,-0.45,1.77%,113800,NaN
29-Jul-20,SBIC,Stanbic Holdings Plc,72.25,118.5,81,81,81,83,-2,2.41%,200,NaN
29-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,154,155,155,155.5,-0.5,0.32%,13300,NaN
29-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
29-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,1.07,1.08,1.08,1.07,0.01,0.93%,5600,NaN
29-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,3.9,3.9,3.9,3.9,NaN,NaN,100,NaN
29-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,NaN,NaN,NaN,NaN
29-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.5,4.52,4.5,4.9,-0.4,8.16%,12200,NaN
29-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.6,0.6,0.6,NaN,NaN,NaN,NaN
29-Jul-20,NMG,Nation Media Group Plc,9,39.75,10,10.7,10.3,10.65,-0.35,3.29%,99300,NaN
29-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.48,3.48,3.48,3.48,NaN,NaN,100,NaN
29-Jul-20,SGL,Standard Group Plc,18,27,22,22,22,22,NaN,NaN,200,NaN
29-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,13.5,13.7,13.65,13.5,0.15,1.11%,31500,NaN
29-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.35,0.37,0.35,0.36,-0.01,2.78%,9000,NaN
29-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,10,12.8,11.05,19.65,-8.6,43.77%,100300,NaN
29-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
29-Jul-20,BAMB,Bamburi Cement Ltd,19.05,79,26,28,26.35,27.9,-1.55,5.56%,19200,NaN
29-Jul-20,CRWN,Crown Paints Kenya Plc,36,67.75,47,47,47,47,NaN,NaN,NaN,NaN
29-Jul-20,CABL,East African Cables Ltd,1.26,2.75,2.2,2.3,2.21,2.21,NaN,NaN,42200,NaN
29-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,NaN,NaN,NaN,NaN
29-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.94,5.98,5.94,5.96,-0.02,0.34%,869100,NaN
29-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
29-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
29-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3.05,1.94,2,1.96,1.93,0.03,1.55%,597200,NaN
29-Jul-20,TOTL,Total Kenya Ltd,21,29,22.9,23.8,23.55,22.9,0.65,2.84%,400,NaN
29-Jul-20,UMME,Umeme Ltd,5.86,8.6,7.18,7.5,7.38,7.98,-0.6,7.52%,1600,NaN
29-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,7,6.68,6.52,0.16,2.45%,73800,NaN
29-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3.1,2.48,2.65,2.52,2.53,-0.01,0.40%,330400,NaN
29-Jul-20,JUB,Jubilee Holdings Ltd,210,360.25,235,235,235,240,-5,2.08%,1500,NaN
29-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.21,2.25,2.4,2.3,2.38,-0.08,3.36%,54200,NaN
29-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.75,8,8.1,8.06,7.9,0.16,2.03%,200,NaN
29-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,13.05,14,13.2,13,0.2,1.54%,13800,NaN
29-Jul-20,CTUM,Centum Investment Company Plc,15.15,29.6,22.6,24,23.4,23.55,-0.15,0.64%,11900,NaN
29-Jul-20,HAFR,Home Afrika Ltd,0.3,0.62,0.48,0.49,0.48,0.48,NaN,NaN,64100,NaN
29-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,NaN,NaN,NaN,NaN
29-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.24,2.24,2.24,2.24,NaN,NaN,NaN,NaN
29-Jul-20,TCL,Trans-Century Plc,1.1,2.7,1.65,1.83,1.69,1.83,-0.14,7.65%,16400,NaN
29-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,12.5,6.6,6.8,6.7,6.8,-0.1,1.47%,10000,NaN
29-Jul-20,BOC,BOC Kenya Plc,53,72,54,54,54,54,NaN,NaN,NaN,NaN
29-Jul-20,BAT,British American Tobacco Kenya Plc,305,505,317,330,323.5,316.75,6.75,2.13%,200,NaN
29-Jul-20,CARB,Carbacid Investments Plc,7.2,13,8.3,8.5,8.4,8.5,-0.1,1.18%,45900,NaN
29-Jul-20,EABL,East African Breweries Ltd,135,222.25,160,162.75,160.75,163,-2.25,1.38%,613800,NaN
29-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.38,1.37,1.5,1.43,1.41,0.02,1.42%,3900,NaN
29-Jul-20,ORCH,Kenya Orchards Ltd,10.5,12.5,12.25,12.25,12.25,12.25,NaN,NaN,NaN,NaN
29-Jul-20,UNGA,Unga Group Ltd,26.1,35,30,30,30,30,NaN,NaN,NaN,NaN
29-Jul-20,SCOM,Safaricom Plc,23.5,35.25,28.2,28.95,28.3,28.3,NaN,NaN,2254600,NaN
29-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,5.8,5.9,5.82,5.7,0.12,2.11%,25200,NaN
29-Jul-20,GLD,ABSA NewGold ETF,1470,2100,1980,1980,1980,1980,NaN,NaN,NaN,NaN
29-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,227.08,164.85,166.75,165.3,165.9,-0.6,0.36%,NaN,NaN
29-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,237.56,176.75,179.31,177.37,177.41,-0.04,0.02%,NaN,NaN
29-Jul-20,^N20I,NSE 20-Share Index,1723.96,2692.38,1811.29,1811.29,1811.29,1879.34,-68.05,3.62%,NaN,NaN
29-Jul-20,^N25I,NSE 25-Share Index,2935.01,4206.14,3101.28,3101.28,3101.28,3111.87,-10.59,0.34%,NaN,NaN
29-Jul-20,^NASI,NSE All-Share Index,124.3,171.08,134.48,134.48,134.48,134.8,-0.32,0.24%,NaN,NaN
29-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2235.74,1608.31,1608.31,1608.31,1614.4,-6.09,0.38%,NaN,NaN
29-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1896.66,1285.75,1285.75,1285.75,1289.42,-3.67,0.28%,NaN,NaN
30-Jul-20,EGAD,Eaagads Ltd,8.2,14,10.5,10.5,10.5,10.5,NaN,NaN,NaN,NaN
30-Jul-20,KUKZ,Kakuzi Plc,300,397,395.75,395.75,395.75,395.75,NaN,NaN,NaN,NaN
30-Jul-20,KAPC,Kapchorua Tea Kenya Plc,59,90,89.75,89.75,89.75,89.75,NaN,NaN,NaN,NaN
30-Jul-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,NaN,NaN,NaN,NaN
30-Jul-20,SASN,Sasini Plc,14.8,20,17.1,17.1,17.1,17.1,NaN,NaN,NaN,NaN
30-Jul-20,WTK,Williamson Tea Kenya Plc,92,150,144,145,144.25,144,0.25,0.17%,2700,NaN
30-Jul-20,CGEN,Car and General (K) Ltd,20,26,22.5,22.5,22.5,22.5,NaN,NaN,NaN,NaN
30-Jul-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,8.96,9.3,9.02,9.34,-0.32,3.43%,1338300,NaN
30-Jul-20,BKG,BK Group Plc,12.15,28,16.7,18,16.85,18,-1.15,6.39%,12200,NaN
30-Jul-20,COOP,Co-operative Bank of Kenya Ltd,10.2,16.25,10.4,10.8,10.5,10.7,-0.2,1.87%,364800,NaN
30-Jul-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,120,65.75,65.75,65.75,65.75,NaN,NaN,NaN,NaN
30-Jul-20,EQTY,Equity Group Holdings Plc,28,54,32.5,33,32.55,32.65,-0.1,0.31%,300700,NaN
30-Jul-20,HFCK,HF Group Ltd,2.86,6.4,3.8,4,3.88,3.85,0.03,0.78%,106200,NaN
30-Jul-20,IMH,I & M Holdings Plc,42.5,59,45,48,46.2,48.95,-2.75,5.62%,500,NaN
30-Jul-20,KCB,KCB Group Plc,30,53.5,34.3,35,34.4,34.95,-0.55,1.57%,287800,NaN
30-Jul-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
30-Jul-20,NCBA,NCBA Group Plc,20,33.59,23.9,25.2,24.15,25,-0.85,3.40%,118800,NaN
30-Jul-20,SBIC,Stanbic Holdings Plc,72.25,118.5,83,83.5,83.25,81,2.25,2.78%,1500,NaN
30-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,153,155,153.75,155,-1.25,0.81%,4100,NaN
30-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
30-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,1.07,1.08,1.07,1.08,-0.01,0.93%,48700,NaN
30-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,3.9,3.9,3.9,3.9,NaN,NaN,2600,NaN
30-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,NaN,NaN,NaN,NaN
30-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.5,4.9,4.84,4.5,0.34,7.56%,1900,NaN
30-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.6,0.6,0.6,NaN,NaN,NaN,NaN
30-Jul-20,NMG,Nation Media Group Plc,9,39.5,10,11.3,10.55,10.3,0.25,2.43%,34600,NaN
30-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.48,3.48,3.48,3.48,NaN,NaN,NaN,NaN
30-Jul-20,SGL,Standard Group Plc,18,27,23,23,23,22,1,4.55%,9200,NaN
30-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,13.65,13.65,13.65,13.65,NaN,NaN,NaN,NaN
30-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.34,0.37,0.35,0.35,NaN,NaN,59400,NaN
30-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,11,11.95,11.3,11.05,0.25,2.26%,99900,NaN
30-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
30-Jul-20,BAMB,Bamburi Cement Ltd,19.05,79,25.5,25.6,25.5,26.35,-0.85,3.23%,40800,NaN
30-Jul-20,CRWN,Crown Paints Kenya Plc,36,67.75,47,47,47,47,NaN,NaN,NaN,NaN
30-Jul-20,CABL,East African Cables Ltd,1.26,2.7,2.22,2.43,2.36,2.21,0.15,6.79%,5000,NaN
30-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,NaN,NaN,NaN,NaN
30-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.82,6,5.94,5.94,NaN,NaN,90000,NaN
30-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
30-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
30-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3,1.94,2,1.97,1.96,0.01,0.51%,140400,NaN
30-Jul-20,TOTL,Total Kenya Ltd,21,29,23.6,23.6,23.6,23.55,0.05,0.21%,NaN,NaN
30-Jul-20,UMME,Umeme Ltd,5.86,8.6,7.2,7.5,7.2,7.38,-0.18,2.44%,7900,NaN
30-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,6.68,6.9,6.78,6.68,0.1,1.50%,3700,NaN
30-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3,2.45,2.5,2.45,2.52,-0.07,2.78%,154200,NaN
30-Jul-20,JUB,Jubilee Holdings Ltd,210,360.25,240,240,240,235,5,2.13%,200,NaN
30-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.21,2.25,2.4,2.37,2.3,0.07,3.04%,43900,NaN
30-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.75,8.1,8.2,8.12,8.06,0.06,0.74%,2500,NaN
30-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,13.5,13.5,13.5,13.2,0.3,2.27%,9700,NaN
30-Jul-20,CTUM,Centum Investment Company Plc,15.15,29.5,23,23.5,23.1,23.4,-0.3,1.28%,19600,NaN
30-Jul-20,HAFR,Home Afrika Ltd,0.3,0.62,0.47,0.49,0.48,0.48,NaN,NaN,44000,NaN
30-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,NaN,NaN,NaN,NaN
30-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.24,2.24,2.24,2.24,NaN,NaN,NaN,NaN
30-Jul-20,TCL,Trans-Century Plc,1.1,2.7,1.83,1.83,1.83,1.69,0.14,8.28%,300,NaN
30-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,12.5,6.78,6.8,6.8,6.7,0.1,1.49%,16500,NaN
30-Jul-20,BOC,BOC Kenya Plc,53,72,54,54,54,54,NaN,NaN,NaN,NaN
30-Jul-20,BAT,British American Tobacco Kenya Plc,305,505,323.5,330,328,323.5,4.5,1.39%,700,NaN
30-Jul-20,CARB,Carbacid Investments Plc,7.2,13,7.8,8.8,7.9,8.4,-0.5,5.95%,5700,NaN
30-Jul-20,EABL,East African Breweries Ltd,135,222.25,150,160,154.75,160.75,-6,3.73%,437500,NaN
30-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.38,1.48,1.53,1.49,1.43,0.06,4.20%,2600,NaN
30-Jul-20,ORCH,Kenya Orchards Ltd,10.4,12.5,12.25,12.25,12.25,12.25,NaN,NaN,NaN,NaN
30-Jul-20,UNGA,Unga Group Ltd,26.1,35,30,30,30,30,NaN,NaN,NaN,NaN
30-Jul-20,SCOM,Safaricom Plc,23.5,37,28,28.6,28.15,28.3,-0.15,0.53%,11145000,NaN
30-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,5.9,6.06,6,5.82,0.18,3.09%,98400,NaN
30-Jul-20,GLD,ABSA NewGold ETF,1470,2100,1980,1980,1980,1980,NaN,NaN,NaN,NaN
30-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,223.86,162.66,165.3,162.79,165.3,-2.51,1.52%,NaN,NaN
30-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,235.07,175.26,177.74,175.26,177.37,-2.11,1.19%,NaN,NaN
30-Jul-20,^N20I,NSE 20-Share Index,1723.96,2671.8,1804.1,1804.1,1804.1,1811.29,-7.19,0.40%,NaN,NaN
30-Jul-20,^N25I,NSE 25-Share Index,2935.01,4163.56,3059.56,3059.56,3059.56,3101.28,-41.72,1.35%,NaN,NaN
30-Jul-20,^NASI,NSE All-Share Index,124.3,169.35,133.23,133.23,133.23,134.48,-1.25,0.93%,NaN,NaN
30-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2210.57,1586.85,1586.85,1586.85,1608.31,-21.46,1.33%,NaN,NaN
30-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1896.66,1268.01,1268.01,1268.01,1285.75,-17.74,1.38%,NaN,NaN
3-Aug-20,EGAD,Eaagads Ltd,8.2,14,10.5,10.5,10.5,10.5,NaN,NaN,NaN,NaN
3-Aug-20,KUKZ,Kakuzi Plc,300,397,395.75,395.75,395.75,395.75,NaN,NaN,NaN,NaN
3-Aug-20,KAPC,Kapchorua Tea Kenya Plc,59,90,89.75,89.75,89.75,89.75,NaN,NaN,NaN,NaN
3-Aug-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,NaN,NaN,NaN,NaN
3-Aug-20,SASN,Sasini Plc,14.8,20,16.8,17,16.8,17.1,-0.3,1.75%,3000,NaN
3-Aug-20,WTK,Williamson Tea Kenya Plc,92,150,143,144,143,144.25,-1.25,0.87%,1900,NaN
3-Aug-20,CGEN,Car and General (K) Ltd,20,26,22.5,22.5,22.5,22.5,NaN,NaN,NaN,NaN
3-Aug-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,8.96,9.5,8.98,9.02,-0.04,0.44%,3226700,NaN
3-Aug-20,BKG,BK Group Plc,12.15,28,16.85,16.85,16.85,16.85,NaN,NaN,3500,NaN
3-Aug-20,COOP,Co-operative Bank of Kenya Ltd,10.2,16.25,10.3,11.5,10.55,10.5,0.05,0.48%,423500,NaN
3-Aug-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,120,60.75,69,65,65.75,-0.75,1.14%,200,NaN
3-Aug-20,EQTY,Equity Group Holdings Plc,28,54,32,32.7,32.4,32.55,-0.15,0.46%,2263200,NaN
3-Aug-20,HFCK,HF Group Ltd,2.86,6.4,3.8,4.2,4.04,3.88,0.16,4.12%,6800,NaN
3-Aug-20,IMH,I & M Holdings Plc,42.5,59,44.5,48,45,46.2,-1.2,2.60%,295100,NaN
3-Aug-20,KCB,KCB Group Plc,30,53.5,34.2,35,34.3,34.4,-0.1,0.29%,852800,NaN
3-Aug-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
3-Aug-20,NCBA,NCBA Group Plc,20,33.59,23.9,24.1,23.95,24.15,-0.2,0.83%,36700,NaN
3-Aug-20,SBIC,Stanbic Holdings Plc,72.25,118.5,79,80,79.25,83.25,-4,4.80%,3400,NaN
3-Aug-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,153.5,155,154.75,153.75,1,0.65%,6500,NaN
3-Aug-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
3-Aug-20,EVRD,Eveready East Africa Ltd,0.75,1.5,0.98,1.07,1.05,1.07,-0.02,1.87%,1400,NaN
3-Aug-20,XPRS,Express Kenya Plc,2.5,6.5,3.9,3.9,3.9,3.9,NaN,NaN,6200,NaN
3-Aug-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,NaN,NaN,NaN,NaN
3-Aug-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.75,4.9,4.86,4.84,0.02,0.41%,3200,NaN
3-Aug-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.66,0.65,0.6,0.05,8.33%,800,NaN
3-Aug-20,NMG,Nation Media Group Plc,9,39.5,10.5,11.6,10.7,10.55,0.15,1.42%,36200,NaN
3-Aug-20,SMER,Sameer Africa Plc,1.91,4.62,3.48,3.48,3.48,3.48,NaN,NaN,NaN,NaN
3-Aug-20,SGL,Standard Group Plc,18,27,23,23,23,23,NaN,NaN,NaN,NaN
3-Aug-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,13.65,13.65,13.65,13.65,NaN,NaN,NaN,NaN
3-Aug-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.34,0.37,0.35,0.35,NaN,NaN,82500,NaN
