DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
23-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.72,5.78,5.74,5.78,-0.04,0.69%,"105,300",NaN
23-Jan-20,IMH,I & M Holdings Plc,43.1,59,57,57,57,57.25,-0.25,0.44%,"1,100",NaN
23-Jan-20,KCB,KCB Group Plc,33.75,55.5,51,51.75,51.5,51.5,NaN,NaN,"67,000",NaN
23-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
23-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.25,36.5,36.4,36.4,NaN,NaN,"296,800",NaN
23-Jan-20,SBIC,Stanbic Holdings Plc,76.5,118.5,106,106,106,103.75,2.25,2.17%,"4,000",NaN
23-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,203,210,203.5,204.75,-1.25,0.61%,"3,400",NaN
23-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
23-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.09,1.1,1.1,1.12,-0.02,1.79%,"2,000",NaN
23-Jan-20,XPRS,Express Kenya Plc,4.15,7.34,6.26,6.26,6.26,6.26,NaN,NaN,NaN,NaN
23-Jan-20,KQ,Kenya Airways Plc,0.8,5.5,2.31,2.49,2.39,2.31,0.08,3.46%,"24,200",NaN
23-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.6,6.2,6.5,6.24,6.34,-0.1,1.58%,"29,700",NaN
23-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.7,0.7,0.7,0.7,NaN,NaN,300,NaN
23-Jan-20,NMG,Nation Media Group Plc,13.45,49,34.75,36.6,35,35.1,-0.1,0.28%,"36,700",NaN
23-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.55,2.65,2.65,2.6,0.05,1.92%,"8,800",NaN
23-Jan-20,SGL,Standard Group Plc,18,31,27,27,27,27,NaN,NaN,NaN,NaN
23-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,17.6,18,17.85,17.8,0.05,0.28%,"1,700",NaN
23-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.5,0.26,0.28,0.27,0.28,-0.01,3.57%,"4,500",NaN
23-Jan-20,SCAN,WPP ScanGroup Plc,10.5,25,18.6,18.9,18.65,18.95,-0.3,1.58%,"7,500",NaN
23-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
23-Jan-20,BAMB,Bamburi Cement Ltd,26,120,68,70.5,69.25,71,-1.75,2.46%,"2,000",NaN
23-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,NaN,NaN,NaN,NaN
23-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.5,2.51,2.5,2.51,-0.01,0.40%,"26,800",NaN
23-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,NaN,NaN,NaN,NaN
23-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,5.56,5.6,5.58,5.6,-0.02,0.36%,"1,371,900",NaN
23-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
23-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
23-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,2.88,2.98,2.92,2.96,-0.04,1.35%,"68,700",NaN
23-Jan-20,TOTL,Total Kenya Ltd,22,30,28,28.5,28.15,28.55,-0.4,1.40%,"1,800",NaN
23-Jan-20,UMME,Umeme Ltd,5.68,8.6,8,8,8,8,NaN,NaN,NaN,NaN
23-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.3,9.5,9.36,9.4,-0.04,0.43%,"121,900",NaN
23-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.9,2.95,2.95,2.95,NaN,NaN,"54,300",NaN
23-Jan-20,JUB,Jubilee Holdings Ltd,225,381,360,360,360,360,NaN,NaN,200,NaN
23-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.98,3.05,3,2.99,0.01,0.33%,"387,200",NaN
23-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,10,10.3,10.3,10.4,-0.1,0.96%,"6,100",NaN
23-Jan-20,SLAM,Sanlam Kenya Plc,13,20,17,18.5,17.5,17.05,0.45,2.64%,300,NaN
23-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,28.9,29,29,29,NaN,NaN,"174,700",NaN
23-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.53,0.57,0.55,0.53,0.02,3.77%,"13,300",NaN
23-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
23-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.2,2.2,2.02,0.18,8.91%,"5,000",NaN
23-Jan-20,TCL,Trans-Century Plc,1.42,4.03,2.31,2.31,2.31,2.4,-0.09,3.75%,100,NaN
23-Jan-20,NSE,Nairobi Securities Exchange Plc,7.04,13,11.8,11.9,11.85,11.9,-0.05,0.42%,"18,300",NaN
23-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,NaN,NaN,NaN,NaN
23-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,488,490,489.25,491,-1.75,0.36%,"27,500",NaN
23-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.8,9,9,8.64,0.36,4.17%,"3,700",NaN
23-Jan-20,EABL,East African Breweries Ltd,135,222.25,210,215,212.75,210.75,2,0.95%,"431,300",NaN
23-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,2,1.9,1.93,-0.03,1.55%,"236,800",NaN
23-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,NaN,NaN,NaN,NaN
23-Jan-20,UNGA,Unga Group Ltd,26.1,37,31.85,31.85,31.85,31.95,-0.1,0.31%,"1,900",NaN
23-Jan-20,SCOM,Safaricom Plc,23.5,33.5,31.3,32,31.55,31.5,0.05,0.16%,"11,800,200",NaN
23-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8.9,9,8.98,9.58,-0.6,6.26%,"30,100",NaN
23-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,470.00","1,470.00","1,470.00","1,470.00",NaN,NaN,NaN,NaN
23-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,217.77,220.34,219.04,218.66,0.38,0.17%,NaN,NaN
23-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,226.1,229.44,227.58,227.18,0.4,0.18%,NaN,NaN
23-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,642.31","2,642.31","2,642.31","2,647.58",-5.27,0.20%,NaN,NaN
23-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,081.15","4,081.15","4,081.15","4,072.40",8.75,0.21%,NaN,NaN
23-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,165.53,165.53,165.53,165.32,0.21,0.13%,NaN,NaN
23-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,158.87","2,158.87","2,158.87","2,154.79",4.08,0.19%,NaN,NaN
23-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,842.21","1,842.21","1,842.21","1,839.64",2.57,0.14%,NaN,NaN
24-Jan-20,EGAD,Eaagads Ltd,8.2,14,10,10.4,10.05,10.4,-0.35,3.37%,"1,100",NaN
24-Jan-20,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,NaN,NaN,NaN,NaN
24-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,80,83,81.5,80,1.5,1.88%,"1,000",NaN
24-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,NaN,NaN,NaN,NaN
24-Jan-20,SASN,Sasini Plc,14.8,19,18,18,18,18,NaN,NaN,NaN,NaN
24-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,133,133,133,130.75,2.25,1.72%,500,NaN
24-Jan-20,CGEN,Car and General (K) Ltd,20,26,24,24,24,24,NaN,NaN,NaN,NaN
24-Jan-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,13,13.25,13.1,13.1,NaN,NaN,"224,600",NaN
24-Jan-20,BKG,BK Group Plc,16.4,28,22.7,22.7,22.7,22.7,NaN,NaN,NaN,NaN
24-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,15.5,15.8,15.6,15.8,-0.2,1.27%,"122,300",NaN
24-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,116,118,116.75,116.25,0.5,0.43%,"1,200",NaN
24-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,51,52,51.5,51.25,0.25,0.49%,"1,763,000",NaN
24-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.52,5.8,5.7,5.74,-0.04,0.70%,"54,200",NaN
24-Jan-20,IMH,I & M Holdings Plc,43.1,59,57.5,57.5,57.5,57,0.5,0.88%,"35,800",NaN
24-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.5,52,51.75,51.5,0.25,0.49%,"1,158,500",NaN
24-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
24-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.4,36.5,36.5,36.4,0.1,0.27%,"91,600",NaN
24-Jan-20,SBIC,Stanbic Holdings Plc,76,118.5,100.5,100.75,100.75,106,-5.25,4.95%,500,NaN
24-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,205,209,205,203.5,1.5,0.74%,"24,500",NaN
24-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
24-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.04,1.14,1.07,1.1,-0.03,2.73%,"2,000",NaN
24-Jan-20,XPRS,Express Kenya Plc,3.5,7.34,6.26,6.26,6.26,6.26,NaN,NaN,NaN,NaN
24-Jan-20,KQ,Kenya Airways Plc,0.8,4.95,2.25,2.55,2.4,2.39,0.01,0.42%,"23,900",NaN
24-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.2,6.18,6.2,6.18,6.24,-0.06,0.96%,"4,200",NaN
24-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.7,0.7,0.7,0.7,NaN,NaN,"2,100",NaN
24-Jan-20,NMG,Nation Media Group Plc,10.9,48,35,35.5,35,35,NaN,NaN,"2,100",NaN
24-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.56,2.56,2.56,2.65,-0.09,3.40%,"2,000",NaN
24-Jan-20,SGL,Standard Group Plc,18,31,27,27,27,27,NaN,NaN,NaN,NaN
24-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,18,18.5,18.1,17.85,0.25,1.40%,"1,500",NaN
24-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.28,0.29,0.28,0.27,0.01,3.70%,"2,000",NaN
24-Jan-20,SCAN,WPP ScanGroup Plc,11,25,18.65,18.65,18.65,18.65,NaN,NaN,NaN,NaN
24-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
24-Jan-20,BAMB,Bamburi Cement Ltd,24.9,115,69.25,72.75,70.5,69.25,1.25,1.81%,"10,900",NaN
24-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,NaN,NaN,NaN,NaN
24-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.45,2.5,2.5,2.5,NaN,NaN,"10,600",NaN
24-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,NaN,NaN,"1,200",NaN
24-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,5.54,5.6,5.58,5.58,NaN,NaN,"95,500",NaN
24-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
24-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
24-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.9,3,2.94,2.92,0.02,0.68%,"10,500",NaN
24-Jan-20,TOTL,Total Kenya Ltd,22,30,28.15,28.15,28.15,28.15,NaN,NaN,100,NaN
24-Jan-20,UMME,Umeme Ltd,5.68,8.6,8,8,8,8,NaN,NaN,100,NaN
24-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.5,9.24,9.36,-0.12,1.28%,"36,200",NaN
24-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.9,2.95,2.92,2.95,-0.03,1.02%,"82,800",NaN
24-Jan-20,JUB,Jubilee Holdings Ltd,225,380,360,360,360,360,NaN,NaN,NaN,NaN
24-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,3,3.09,3,3,NaN,NaN,"157,900",NaN
24-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.3,10.5,10.35,10.3,0.05,0.49%,"3,600",NaN
24-Jan-20,SLAM,Sanlam Kenya Plc,12.8,19.5,17,18.8,17.3,17.5,-0.2,1.14%,"8,900",NaN
24-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,29,29,29,29,NaN,NaN,"2,000",NaN
24-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.5,0.6,0.52,0.55,-0.03,5.45%,"213,800",NaN
24-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
24-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.3,2.24,2.2,0.04,1.82%,"2,100",NaN
24-Jan-20,TCL,Trans-Century Plc,1.42,3.95,2.31,2.31,2.31,2.31,NaN,NaN,300,NaN
24-Jan-20,NSE,Nairobi Securities Exchange Plc,6.5,13,11.5,11.5,11.5,11.85,-0.35,2.95%,"22,300",NaN
24-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,NaN,NaN,NaN,NaN
24-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,491,490,489.25,0.75,0.15%,"5,200",NaN
24-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,NaN,NaN,"1,000",NaN
24-Jan-20,EABL,East African Breweries Ltd,135,222.25,215,216,215,212.75,2.25,1.06%,"53,700",NaN
24-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,1.9,1.9,1.9,NaN,NaN,NaN,NaN
24-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,NaN,NaN,NaN,NaN
24-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31.85,-0.85,2.67%,300,NaN
24-Jan-20,SCOM,Safaricom Plc,23.5,33.5,31.2,32,31.3,31.55,-0.25,0.79%,"7,263,900",NaN
24-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,9,9.78,9.06,8.98,0.08,0.89%,"7,000",NaN
24-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,470.00","1,470.00","1,470.00","1,470.00",NaN,NaN,NaN,NaN
24-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,218.59,220.05,219.15,219.04,0.11,0.05%,NaN,NaN
24-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,226.88,229.02,227.37,227.58,-0.21,0.09%,NaN,NaN
24-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,642.50","2,642.50","2,642.50","2,642.31",0.19,0.01%,NaN,NaN
24-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,075.32","4,075.32","4,075.32","4,081.15",-5.83,0.14%,NaN,NaN
24-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,164.98,164.98,164.98,165.53,-0.55,0.33%,NaN,NaN
24-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,163.19","2,163.19","2,163.19","2,158.87",4.32,0.20%,NaN,NaN
24-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,845.90","1,845.90","1,845.90","1,842.21",3.69,0.20%,NaN,NaN
27-Jan-20,EGAD,Eaagads Ltd,8.2,14,10.05,10.05,10.05,10.05,NaN,NaN,NaN,NaN
27-Jan-20,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,NaN,NaN,100,NaN
27-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,77.5,77.5,77.5,81.5,-4,4.91%,300,NaN
27-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,NaN,NaN,NaN,NaN
27-Jan-20,SASN,Sasini Plc,14.8,19,17.8,18,18,18,NaN,NaN,"4,100",NaN
27-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,126,133,132.25,133,-0.75,0.56%,900,NaN
27-Jan-20,CGEN,Car and General (K) Ltd,20,26,24,24,24,24,NaN,NaN,NaN,NaN
27-Jan-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,12.95,13.25,13.05,13.1,-0.05,0.38%,"257,900",NaN
27-Jan-20,BKG,BK Group Plc,16.4,28,22.65,22.7,22.7,22.7,NaN,NaN,"1,125,700",NaN
27-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,15.4,15.8,15.55,15.6,-0.05,0.32%,"291,600",NaN
27-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,115,116,115,116.75,-1.75,1.50%,"41,800",NaN
27-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,50.5,51.25,51,51.5,-0.5,0.97%,"864,800",NaN
27-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.6,5.8,5.72,5.7,0.02,0.35%,"21,900",NaN
27-Jan-20,IMH,I & M Holdings Plc,43.1,59,57,57.5,57.25,57.5,-0.25,0.43%,"25,500",NaN
27-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.75,52.25,52,51.75,0.25,0.48%,"1,694,100",NaN
27-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,NaN,NaN,NaN,NaN
27-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.25,36.5,36.3,36.5,-0.2,0.55%,"202,100",NaN
27-Jan-20,SBIC,Stanbic Holdings Plc,76,118.5,101,102,101.25,100.75,0.5,0.50%,400,NaN
27-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,202.25,208,205,205,NaN,NaN,"6,000",NaN
27-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,NaN,NaN,NaN,NaN
27-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.05,1.17,1.14,1.07,0.07,6.54%,"2,300",NaN
27-Jan-20,XPRS,Express Kenya Plc,3.5,7.34,6.26,6.26,6.26,6.26,NaN,NaN,NaN,NaN
27-Jan-20,KQ,Kenya Airways Plc,0.8,4.98,2.3,2.5,2.38,2.4,-0.02,0.83%,"9,700",NaN
27-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.2,6.1,6.18,6.12,6.18,-0.06,0.97%,"20,200",NaN
27-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.7,0.7,0.7,0.7,NaN,NaN,200,NaN
27-Jan-20,NMG,Nation Media Group Plc,11.4,48,34.8,37.75,35.1,35,0.1,0.29%,"9,600",NaN
27-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.7,2.7,2.7,2.56,0.14,5.47%,100,NaN
27-Jan-20,SGL,Standard Group Plc,18,31,26.95,26.95,26.95,27,-0.05,0.19%,100,NaN
27-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,17.6,18,17.65,18.1,-0.45,2.49%,"1,200",NaN
27-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.26,0.28,0.27,0.28,-0.01,3.57%,"7,200",NaN
27-Jan-20,SCAN,WPP ScanGroup Plc,11,25,18.6,18.65,18.6,18.65,-0.05,0.27%,"6,100",NaN
27-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,NaN,NaN,NaN,NaN
27-Jan-20,BAMB,Bamburi Cement Ltd,24.9,115,66,70.5,70.25,70.5,-0.25,0.35%,"2,700",NaN
27-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,NaN,NaN,NaN,NaN
27-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.25,2.5,2.37,2.5,-0.13,5.20%,"12,400",NaN
27-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,NaN,NaN,700,NaN
27-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,5.58,5.7,5.6,5.58,0.02,0.36%,"138,000",NaN
27-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
27-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
27-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.89,2.99,2.91,2.94,-0.03,1.02%,"264,100",NaN
27-Jan-20,TOTL,Total Kenya Ltd,22,30,28.15,28.4,28.2,28.15,0.05,0.18%,500,NaN
27-Jan-20,UMME,Umeme Ltd,5.68,8.6,8.06,8.2,8.2,8,0.2,2.50%,"10,100",NaN
27-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.5,9.32,9.24,0.08,0.87%,"45,100",NaN
27-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.85,2.95,2.86,2.92,-0.06,2.05%,"24,700",NaN
27-Jan-20,JUB,Jubilee Holdings Ltd,225,380,360,360,360,360,NaN,NaN,NaN,NaN
27-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,3,3.05,3,3,NaN,NaN,"160,900",NaN
27-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10,10.05,10,10.35,-0.35,3.38%,"1,200",NaN
27-Jan-20,SLAM,Sanlam Kenya Plc,12.8,19.5,18,18,18,17.3,0.7,4.05%,500,NaN
27-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,28.8,29,28.9,29,-0.1,0.34%,"194,400",NaN
27-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.47,0.51,0.5,0.52,-0.02,3.85%,"818,900",NaN
27-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
27-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.2,2.2,2.24,-0.04,1.79%,200,NaN
27-Jan-20,TCL,Trans-Century Plc,1.42,4,2.31,2.31,2.31,2.31,NaN,NaN,NaN,NaN
27-Jan-20,NSE,Nairobi Securities Exchange Plc,6.5,13,11,11.85,11.35,11.5,-0.15,1.30%,"4,700",NaN
27-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,NaN,NaN,100,NaN
27-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,NaN,NaN,NaN,NaN
27-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.3,8.8,8.38,9,-0.62,6.89%,"5,100",NaN
27-Jan-20,EABL,East African Breweries Ltd,135,222.25,204,219,215.5,215,0.5,0.23%,"373,900",NaN
27-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.91,2.01,2,1.9,0.1,5.26%,"16,700",NaN
27-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,NaN,NaN,NaN,NaN
27-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31,NaN,NaN,NaN,NaN
27-Jan-20,SCOM,Safaricom Plc,23.5,33.5,30,31.5,30.7,31.3,-0.6,1.92%,"3,957,800",NaN
27-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8.86,9,8.98,9.06,-0.08,0.88%,"28,000",NaN
27-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,520.00","1,520.00","1,520.00","1,470.00",50,3.40%,100,NaN
27-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,215.39,219.72,217.98,219.15,-1.17,0.53%,NaN,NaN
27-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,223.19,227.81,225.36,227.37,-2.01,0.88%,NaN,NaN
27-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,632.48","2,632.48","2,632.48","2,642.50",-10.02,0.38%,NaN,NaN
27-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,046.98","4,046.98","4,046.98","4,075.32",-28.34,0.70%,NaN,NaN
27-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,163.26,163.26,163.26,164.98,-1.72,1.04%,NaN,NaN
27-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,150.78","2,150.78","2,150.78","2,163.19",-12.41,0.57%,NaN,NaN
27-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,835.31","1,835.31","1,835.31","1,845.90",-10.59,0.57%,NaN,NaN
28-Jan-20,EGAD,Eaagads Ltd,8.2,14,10.05,10.05,10.05,10.05,NaN,NaN,NaN,NaN
28-Jan-20,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,NaN,NaN,100,NaN
28-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,77.5,77.5,77.5,77.5,NaN,NaN,300,NaN
28-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,NaN,NaN,NaN,NaN
28-Jan-20,SASN,Sasini Plc,14.8,19,17.5,18,17.8,18,-0.2,1.11%,500,NaN
28-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,133,133,133,132.25,0.75,0.57%,400,NaN
28-Jan-20,CGEN,Car and General (K) Ltd,20,26,26,26,26,24,2,8.33%,100,NaN
28-Jan-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,12.95,13.1,13,13.05,-0.05,0.38%,"399,400",NaN
28-Jan-20,BKG,BK Group Plc,16.4,28,22.7,22.7,22.7,22.7,NaN,NaN,"1,000",NaN
28-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,15,15.6,15.4,15.55,-0.15,0.96%,"2,242,000",NaN
28-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,114.5,115,115,115,NaN,NaN,"1,800",NaN
28-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,50.5,51.25,50.75,51,-0.25,0.49%,"3,395,700",NaN
28-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.7,6,5.72,5.72,NaN,NaN,"25,500",NaN
28-Jan-20,IMH,I & M Holdings Plc,43.1,59,57,57.5,57,57.25,-0.25,0.44%,"27,600",NaN
28-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.75,52.75,52,52,NaN,NaN,"362,500",NaN
