DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
6-Apr-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
6-Apr-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,7.7,8,7.7,7.8,-0.1,1.28%,"513,400",NaN
6-Apr-18,TOTL,Total Kenya Ltd,22,30,33,34,33.75,33.5,0.25,0.75%,"27,300",NaN
6-Apr-18,UMME,Umeme Ltd,5.68,8.6,12.9,12.9,12.9,12.9,NaN,NaN,500,NaN
6-Apr-18,BRIT,Britam Holdings Plc,5.7,10.65,12.4,13.1,12.6,12.55,0.05,0.40%,"117,500",NaN
6-Apr-18,CIC,CIC Insurance Group Ltd,2,3.65,5,5.1,5,5.05,-0.05,0.99%,"320,600",NaN
6-Apr-18,JUB,Jubilee Holdings Ltd,225,380,530,540,531,530,1,0.19%,"2,900",NaN
6-Apr-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,17.9,18.9,18.25,18.5,-0.25,1.35%,"48,100",4.56
6-Apr-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.6,14.1,14.05,13.55,0.5,3.69%,"10,300",NaN
6-Apr-18,SLAM,Sanlam Kenya Plc,12.8,20,25,26,25,26,-1,3.85%,"10,200",NaN
6-Apr-18,CTUM,Centum Investment Company Plc,19.6,33.5,44.25,45,44.55,44,0.55,1.25%,"77,000",NaN
6-Apr-18,HAFR,Home Afrika Ltd,0.3,0.69,1.05,1.1,1.05,1.05,NaN,NaN,"100,700",NaN
6-Apr-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
6-Apr-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3.15,3.15,3.15,2.9,0.25,8.62%,400,NaN
6-Apr-18,TCL,Trans-Century Plc,1.42,4.03,4.5,5,4.8,4.55,0.25,5.49%,"4,500",NaN
6-Apr-18,NSE,Nairobi Securities Exchange Plc,6.5,13,20,20.5,20.3,20.05,0.25,1.25%,"46,200",NaN
6-Apr-18,BOC,BOC Kenya Plc,53,72,95.5,95.5,95.5,94,1.5,1.60%,"1,200",NaN
6-Apr-18,BAT,British American Tobacco Kenya Plc,305,545,730,730,730,755,-25,3.31%,100,NaN
6-Apr-18,CARB,Carbacid Investments Plc,7.1,9.4,11.5,12.5,11.5,12.45,-0.95,7.63%,"208,400",NaN
6-Apr-18,EABL,East African Breweries Ltd,135,222.25,252,257,253,255,-2,0.78%,"271,600",NaN
6-Apr-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,4.4,4.65,4.4,4.65,-0.25,5.38%,"2,500",NaN
6-Apr-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
6-Apr-18,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.85,0.9,0.85,0.85,NaN,NaN,"1,023,500",NaN
6-Apr-18,UNGA,Unga Group Ltd,26.1,37,40,40.5,40,40,NaN,NaN,"5,600",NaN
6-Apr-18,SCOM,Safaricom Plc,23.5,33.5,32,33,32.25,32.75,-0.5,1.53%,"5,827,300",NaN
6-Apr-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,12.25,12.6,12.35,12.35,NaN,NaN,"4,100",NaN
6-Apr-18,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,265.00","1,265.00","1,265.00","1,265.00",NaN,NaN,NaN,NaN
6-Apr-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,245.1,247.24,245.43,246.23,-0.8,0.32%,NaN,NaN
6-Apr-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,820.81","3,820.81","3,820.81","3,836.49",-15.68,0.41%,NaN,NaN
6-Apr-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,992.39","4,992.39","4,992.39","5,017.27",-24.88,0.50%,NaN,NaN
6-Apr-18,^NASI,NSE All-Share Index,124.3,171.36,194.86,194.86,194.86,196.57,-1.71,0.87%,NaN,NaN
9-Apr-18,EGAD,Eaagads Ltd,8.2,14,20.5,20.5,20.5,20.5,NaN,NaN,NaN,NaN
9-Apr-18,KUKZ,Kakuzi Plc,300,423.5,360,360,360,360,NaN,NaN,NaN,NaN
9-Apr-18,KAPC,Kapchorua Tea Kenya Plc,59,95,67,67,67,67,NaN,NaN,NaN,NaN
9-Apr-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
9-Apr-18,SASN,Sasini Plc,14.8,19.6,25.5,25.5,25.5,25,0.5,2.00%,200,NaN
9-Apr-18,WTK,Williamson Tea Kenya Plc,92,165,155,155,155,155,NaN,NaN,NaN,NaN
9-Apr-18,CGEN,Car and General (K) Ltd,20,26,25,25,25,25,NaN,NaN,NaN,NaN
9-Apr-18,ABSA,ABSA Bank Kenya Plc,9.1,14.2,12.9,13,12.95,12.95,NaN,NaN,"1,639,700",NaN
9-Apr-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,19,19.8,19.5,19.8,-0.3,1.52%,"217,100",NaN
9-Apr-18,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,214,214,214,214,NaN,NaN,"8,100",NaN
9-Apr-18,EQTY,Equity Group Holdings Plc,30.5,55.5,54,55,54.5,54.5,NaN,NaN,"131,100",NaN
9-Apr-18,HFCK,HF Group Ltd,3.49,7.9,11.75,12,11.8,11.75,0.05,0.43%,"65,800",10.73
9-Apr-18,IMH,I & M Holdings Plc,43.1,59,120,120,120,120,NaN,NaN,NaN,60
9-Apr-18,KCB,KCB Group Plc,33.75,55.5,54,54.5,54,54,NaN,NaN,"341,500",NaN
9-Apr-18,NBK,National Bank of Kenya Ltd,3.4,4.38,8.25,8.9,8.35,8.95,-0.6,6.70%,"9,800",NaN
9-Apr-18,NCBA,NCBA Group Plc,24.9,40,41,42,41.55,40.95,0.6,1.47%,"85,700",37.77
9-Apr-18,SBIC,Stanbic Holdings Plc,76.5,118.5,91,92.5,91,91,NaN,NaN,"2,300",NaN
9-Apr-18,SCBK,Standard Chartered Bank Kenya Ltd,161,220,228,230,229,229.25,-0.25,0.11%,"4,900",NaN
9-Apr-18,DCON,Deacons (East Africa) Plc,0.45,0.45,2.6,2.6,2.6,2.7,-0.1,3.70%,400,NaN
9-Apr-18,EVRD,Eveready East Africa Ltd,0.75,1.28,2.15,2.3,2.25,2.25,NaN,NaN,"39,500",NaN
9-Apr-18,XPRS,Express Kenya Plc,4.15,7.34,4.6,4.6,4.6,4.6,NaN,NaN,"1,600",NaN
9-Apr-18,KQ,Kenya Airways Plc,0.8,5.5,11.9,13.5,12.65,13.1,-0.45,3.44%,"59,100",NaN
9-Apr-18,LKL,Longhorn Publishers Plc,4.26,8.6,4.7,4.7,4.7,4.7,NaN,NaN,NaN,NaN
9-Apr-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,2.5,2.55,2.5,2.6,-0.1,3.85%,"3,000",NaN
9-Apr-18,NMG,Nation Media Group Plc,13.45,49,109,111,109,109,NaN,NaN,"23,400",NaN
9-Apr-18,SMER,Sameer Africa Plc,1.91,4.69,2.15,2.15,2.15,2.35,-0.2,8.51%,"1,500",NaN
9-Apr-18,SGL,Standard Group Plc,18,31,31,31,31,32,-1,3.13%,"8,000",NaN
9-Apr-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,32,33,32.5,33.5,-1,2.99%,"3,500",NaN
9-Apr-18,UCHM,Uchumi Supermarket Plc,0.23,0.5,2.25,2.35,2.3,2.25,0.05,2.22%,"6,200",NaN
9-Apr-18,SCAN,WPP ScanGroup Plc,10.5,25,16,16,16,16,NaN,NaN,"6,500",NaN
9-Apr-18,ARM,ARM Cement Plc,5.55,5.55,8.1,8.5,8.1,8.4,-0.3,3.57%,"214,100",NaN
9-Apr-18,BAMB,Bamburi Cement Ltd,26,120,173,173,173,173,NaN,NaN,NaN,NaN
9-Apr-18,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,81,-1,1.23%,"1,100",NaN
9-Apr-18,CABL,East African Cables Ltd,1.44,3.98,4.8,5,4.8,4.85,-0.05,1.03%,"3,000",NaN
9-Apr-18,PORT,East African Portland Cement Ltd,12.6,18.5,26.75,26.75,26.75,26.75,NaN,NaN,NaN,NaN
9-Apr-18,KENO,KenolKobil Ltd,12.8,23,17.65,17.95,17.7,17.75,-0.05,0.28%,"17,200",NaN
9-Apr-18,KEGN,Kenya Electricity Generating Company Plc,4,6.5,8.55,8.7,8.6,8.65,-0.05,0.58%,"351,500",NaN
9-Apr-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
9-Apr-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
9-Apr-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,7.7,8.3,7.85,7.7,0.15,1.95%,"818,700",NaN
9-Apr-18,TOTL,Total Kenya Ltd,22,30,33,34.75,34,33.75,0.25,0.74%,"15,300",NaN
9-Apr-18,UMME,Umeme Ltd,5.68,8.6,12.9,12.9,12.9,12.9,NaN,NaN,NaN,NaN
9-Apr-18,BRIT,Britam Holdings Plc,5.7,10.65,12.55,13,12.9,12.6,0.3,2.38%,"645,700",NaN
9-Apr-18,CIC,CIC Insurance Group Ltd,2,3.65,5,5.1,5,5,NaN,NaN,"343,000",NaN
9-Apr-18,JUB,Jubilee Holdings Ltd,225,381,530,531,530,531,-1,0.19%,"1,600",NaN
9-Apr-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,18,18.5,18,18.25,-0.25,1.37%,"248,700",4.5
9-Apr-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,13.4,14.05,13.6,14.05,-0.45,3.20%,"20,800",NaN
9-Apr-18,SLAM,Sanlam Kenya Plc,13,20,25.25,25.5,25.25,25,0.25,1.00%,"5,500",NaN
9-Apr-18,CTUM,Centum Investment Company Plc,19.6,33.5,44,45,44.45,44.55,-0.1,0.22%,"143,500",NaN
9-Apr-18,HAFR,Home Afrika Ltd,0.3,0.69,1.05,1.1,1.05,1.05,NaN,NaN,"147,000",NaN
9-Apr-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
9-Apr-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.9,3.15,2.9,3.15,-0.25,7.94%,"22,200",NaN
9-Apr-18,TCL,Trans-Century Plc,1.42,4.03,4.85,4.9,4.85,4.8,0.05,1.04%,"1,100",NaN
9-Apr-18,NSE,Nairobi Securities Exchange Plc,7.04,13,20,20.5,20,20.3,-0.3,1.48%,"9,300",NaN
9-Apr-18,BOC,BOC Kenya Plc,53,72,95,95,95,95.5,-0.5,0.52%,"21,000",NaN
9-Apr-18,BAT,British American Tobacco Kenya Plc,305,545,730,730,730,730,NaN,NaN,"20,000",NaN
9-Apr-18,CARB,Carbacid Investments Plc,7.1,9.4,12.05,12.5,12.05,11.5,0.55,4.78%,"1,100",NaN
9-Apr-18,EABL,East African Breweries Ltd,135,222.25,251,252,251,253,-2,0.79%,"50,000",NaN
9-Apr-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,4.4,4.4,4.4,4.4,NaN,NaN,NaN,NaN
9-Apr-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
9-Apr-18,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.8,0.9,0.8,0.85,-0.05,5.88%,"443,600",NaN
9-Apr-18,UNGA,Unga Group Ltd,26.1,37,40.25,41,40.25,40,0.25,0.63%,"9,100",NaN
9-Apr-18,SCOM,Safaricom Plc,23.5,33.5,31.5,32.25,31.75,32.25,-0.5,1.55%,"1,947,400",NaN
9-Apr-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,11.8,12.35,12,12.35,-0.35,2.83%,"103,700",NaN
9-Apr-18,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,265.00","1,265.00","1,265.00","1,265.00",NaN,NaN,NaN,NaN
9-Apr-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,243.77,245.76,244.06,245.43,-1.37,0.56%,NaN,NaN
9-Apr-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,809.86","3,809.86","3,809.86","3,820.81",-10.95,0.29%,NaN,NaN
9-Apr-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,964.11","4,964.11","4,964.11","4,992.39",-28.28,0.57%,NaN,NaN
9-Apr-18,^NASI,NSE All-Share Index,124.3,171.36,193.06,193.06,193.06,194.86,-1.8,0.92%,NaN,NaN
10-Apr-18,EGAD,Eaagads Ltd,8.2,14,20.5,20.5,20.5,20.5,NaN,NaN,NaN,NaN
10-Apr-18,KUKZ,Kakuzi Plc,300,423.5,360,360,360,360,NaN,NaN,NaN,NaN
10-Apr-18,KAPC,Kapchorua Tea Kenya Plc,59,95,67,67,67,67,NaN,NaN,NaN,NaN
10-Apr-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
10-Apr-18,SASN,Sasini Plc,14.8,19,25.25,26,25.25,25.5,-0.25,0.98%,"40,400",NaN
10-Apr-18,WTK,Williamson Tea Kenya Plc,92,165,155,162,156,155,1,0.65%,"1,600",NaN
10-Apr-18,CGEN,Car and General (K) Ltd,20,26,25,25,25,25,NaN,NaN,NaN,NaN
10-Apr-18,ABSA,ABSA Bank Kenya Plc,9,14.2,12.95,13.3,12.95,12.95,NaN,NaN,"5,302,800",NaN
10-Apr-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,19.7,19.8,19.7,19.5,0.2,1.03%,"222,300",NaN
10-Apr-18,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,212,212,212,214,-2,0.93%,900,NaN
10-Apr-18,EQTY,Equity Group Holdings Plc,30.5,55.5,54.5,57,56,54.5,1.5,2.75%,"6,594,800",NaN
10-Apr-18,HFCK,HF Group Ltd,3.49,7.9,11.8,11.95,11.8,11.8,NaN,NaN,"371,100",10.73
10-Apr-18,IMH,I & M Holdings Plc,43.1,59,120,120,120,120,NaN,NaN,NaN,60
10-Apr-18,KCB,KCB Group Plc,33.75,55.5,53.5,54.5,54,54,NaN,NaN,"419,800",NaN
10-Apr-18,NBK,National Bank of Kenya Ltd,3.4,4.33,8,8.35,8.25,8.35,-0.1,1.20%,"9,700",NaN
10-Apr-18,NCBA,NCBA Group Plc,24.9,40,41.5,42.5,41.9,41.55,0.35,0.84%,"79,300",38.09
10-Apr-18,SBIC,Stanbic Holdings Plc,76.5,118.5,91,91,91,91,NaN,NaN,NaN,NaN
10-Apr-18,SCBK,Standard Chartered Bank Kenya Ltd,160,220,228,240,229.25,229,0.25,0.11%,"3,500",NaN
10-Apr-18,DCON,Deacons (East Africa) Plc,0.45,0.45,2.7,2.7,2.7,2.6,0.1,3.85%,"18,100",NaN
10-Apr-18,EVRD,Eveready East Africa Ltd,0.75,1.28,2.05,2.3,2.15,2.25,-0.1,4.44%,"1,900",NaN
10-Apr-18,XPRS,Express Kenya Plc,4,7.34,4.15,4.6,4.5,4.6,-0.1,2.17%,"23,100",NaN
10-Apr-18,KQ,Kenya Airways Plc,0.8,5,11.85,13,12.45,12.65,-0.2,1.58%,"10,800",NaN
10-Apr-18,LKL,Longhorn Publishers Plc,4.26,8.2,4.65,4.7,4.65,4.7,-0.05,1.06%,"4,400",NaN
10-Apr-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,2.5,2.5,2.5,2.5,NaN,NaN,NaN,NaN
10-Apr-18,NMG,Nation Media Group Plc,12.5,49,110,110,110,109,1,0.92%,"3,000",NaN
10-Apr-18,SMER,Sameer Africa Plc,1.91,4.69,2.3,2.35,2.3,2.15,0.15,6.98%,"6,000",NaN
10-Apr-18,SGL,Standard Group Plc,18,31,31,31,31,31,NaN,NaN,NaN,NaN
10-Apr-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,32.5,32.5,32.5,32.5,NaN,NaN,NaN,NaN
10-Apr-18,UCHM,Uchumi Supermarket Plc,0.23,0.4,2.35,2.5,2.4,2.3,0.1,4.35%,"6,000",NaN
10-Apr-18,SCAN,WPP ScanGroup Plc,11,25,16,16,16,16,NaN,NaN,"1,800",NaN
10-Apr-18,ARM,ARM Cement Plc,5.55,5.55,8.3,8.45,8.35,8.1,0.25,3.09%,"18,200",NaN
10-Apr-18,BAMB,Bamburi Cement Ltd,26,120,173,173,173,173,NaN,NaN,"280,100",NaN
10-Apr-18,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,80,NaN,NaN,NaN,NaN
10-Apr-18,CABL,East African Cables Ltd,1.44,3.98,4.9,5,4.9,4.8,0.1,2.08%,400,NaN
10-Apr-18,PORT,East African Portland Cement Ltd,12.6,18.5,25,25,25,26.75,-1.75,6.54%,100,NaN
10-Apr-18,KENO,KenolKobil Ltd,12.8,23,17.7,17.8,17.75,17.7,0.05,0.28%,"3,400",NaN
10-Apr-18,KEGN,Kenya Electricity Generating Company Plc,4,6.5,8.55,8.7,8.6,8.6,NaN,NaN,"98,400",NaN
10-Apr-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
10-Apr-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
10-Apr-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,7.75,7.9,7.8,7.85,-0.05,0.64%,"2,018,700",NaN
10-Apr-18,TOTL,Total Kenya Ltd,22,30,33.75,35,34,34,NaN,NaN,"15,200",NaN
10-Apr-18,UMME,Umeme Ltd,5.68,8.6,12.9,12.9,12.9,12.9,NaN,NaN,NaN,NaN
10-Apr-18,BRIT,Britam Holdings Plc,5.7,10.65,12.75,13,12.9,12.9,NaN,NaN,"79,400",NaN
10-Apr-18,CIC,CIC Insurance Group Ltd,2,3.65,5,5.1,5,5,NaN,NaN,"951,000",NaN
10-Apr-18,JUB,Jubilee Holdings Ltd,225,380,530,530,530,530,NaN,NaN,NaN,NaN
10-Apr-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,18,18.5,18.3,18,0.3,1.67%,"79,800",4.58
10-Apr-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.6,13.6,13.6,13.6,NaN,NaN,100,NaN
10-Apr-18,SLAM,Sanlam Kenya Plc,12.8,20,25.5,25.5,25.5,25.25,0.25,0.99%,100,NaN
10-Apr-18,CTUM,Centum Investment Company Plc,19.6,33.5,44,45,44.15,44.45,-0.3,0.67%,"7,900",NaN
10-Apr-18,HAFR,Home Afrika Ltd,0.3,0.69,1.05,1.1,1.05,1.05,NaN,NaN,"222,500",NaN
10-Apr-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
10-Apr-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3,3,3,2.9,0.1,3.45%,"12,000",NaN
10-Apr-18,TCL,Trans-Century Plc,1.42,4.03,4.95,5,4.95,4.85,0.1,2.06%,"4,500",NaN
10-Apr-18,NSE,Nairobi Securities Exchange Plc,6.5,13,20,21,20.05,20,0.05,0.25%,"28,200",NaN
10-Apr-18,BOC,BOC Kenya Plc,53,72,95,95,95,95,NaN,NaN,NaN,NaN
10-Apr-18,BAT,British American Tobacco Kenya Plc,305,545,702,702,702,730,-28,3.84%,100,NaN
10-Apr-18,CARB,Carbacid Investments Plc,7.1,9.4,12,12,12,12.05,-0.05,0.41%,"2,800",NaN
10-Apr-18,EABL,East African Breweries Ltd,135,222.25,250,252,250,251,-1,0.40%,"297,800",NaN
10-Apr-18,FTGH,Flame Tree Group Holdings Ltd,0.76,3,4.4,4.4,4.4,4.4,NaN,NaN,NaN,NaN
10-Apr-18,ORCH,Kenya Orchards Ltd,12.25,12.6,82,82,82,82,NaN,NaN,NaN,NaN
10-Apr-18,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.8,0.85,0.8,0.8,NaN,NaN,"273,200",NaN
10-Apr-18,UNGA,Unga Group Ltd,26.1,37,40.5,40.5,40.5,40.25,0.25,0.62%,"2,500",NaN
10-Apr-18,SCOM,Safaricom Plc,23.5,33.5,31.75,32.25,31.75,31.75,NaN,NaN,"2,143,000",NaN
10-Apr-18,FAHR,Stanlib Fahari Income-REIT,5.5,10,11.8,12,11.85,12,-0.15,1.25%,"11,600",NaN
10-Apr-18,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,265.00","1,265.00","1,265.00","1,265.00",NaN,NaN,NaN,NaN
10-Apr-18,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,244.05,247.68,245.31,244.06,1.25,0.51%,NaN,NaN
10-Apr-18,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,817.04","3,817.04","3,817.04","3,809.86",7.18,0.19%,NaN,NaN
10-Apr-18,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,981.94","4,981.94","4,981.94","4,964.11",17.83,0.36%,NaN,NaN
10-Apr-18,^NASI,NSE All-Share Index,124.3,171.36,193.2,193.2,193.2,193.06,0.14,0.07%,NaN,NaN
11-Apr-18,EGAD,Eaagads Ltd,8.2,14,20.5,20.5,20.5,20.5,NaN,NaN,600,NaN
11-Apr-18,KUKZ,Kakuzi Plc,300,423.5,360,360,360,360,NaN,NaN,NaN,NaN
11-Apr-18,KAPC,Kapchorua Tea Kenya Plc,59,95,67,67,67,67,NaN,NaN,NaN,NaN
11-Apr-18,LIMT,Limuru Tea Plc,385,475,500,500,500,500,NaN,NaN,NaN,NaN
11-Apr-18,SASN,Sasini Plc,14.8,19.6,25.25,26,25.5,25.25,0.25,0.99%,"2,500",NaN
11-Apr-18,WTK,Williamson Tea Kenya Plc,92,165,162,162,162,156,6,3.85%,700,NaN
11-Apr-18,CGEN,Car and General (K) Ltd,20,26,26,26,26,25,1,4.00%,200,NaN
11-Apr-18,ABSA,ABSA Bank Kenya Plc,9.1,14.2,12.85,13,12.9,12.95,-0.05,0.39%,"985,800",NaN
11-Apr-18,COOP,Co-operative Bank of Kenya Ltd,10.5,17,19.25,19.85,19.75,19.7,0.05,0.25%,"613,400",NaN
11-Apr-18,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,210,215,210,212,-2,0.94%,"2,300",NaN
11-Apr-18,EQTY,Equity Group Holdings Plc,30.5,55.5,55.5,57,56,56,NaN,NaN,"1,350,300",NaN
11-Apr-18,HFCK,HF Group Ltd,3.49,7.9,11.75,11.9,11.8,11.8,NaN,NaN,"113,500",10.73
11-Apr-18,IMH,I & M Holdings Plc,43.1,59,121,121,121,120,1,0.83%,"1,300",60.5
11-Apr-18,KCB,KCB Group Plc,33.75,55.5,53,54.5,54,54,NaN,NaN,"1,524,600",NaN
11-Apr-18,NBK,National Bank of Kenya Ltd,3.4,4.38,7.5,8.15,7.65,8.25,-0.6,7.27%,"24,800",NaN
11-Apr-18,NCBA,NCBA Group Plc,24.9,40,42,44.5,43.75,41.9,1.85,4.42%,"274,800",39.77
11-Apr-18,SBIC,Stanbic Holdings Plc,76.5,118.5,90.5,92,91.5,91,0.5,0.55%,"2,300",NaN
11-Apr-18,SCBK,Standard Chartered Bank Kenya Ltd,161,220,230,234,232.5,229.25,3.25,1.42%,300,NaN
11-Apr-18,DCON,Deacons (East Africa) Plc,0.45,0.45,2.65,2.65,2.65,2.7,-0.05,1.85%,"3,600",NaN
11-Apr-18,EVRD,Eveready East Africa Ltd,0.75,1.28,2.05,2.25,2.1,2.15,-0.05,2.33%,"5,500",NaN
11-Apr-18,XPRS,Express Kenya Plc,4.15,7.34,4.5,4.9,4.65,4.5,0.15,3.33%,"1,700",NaN
11-Apr-18,KQ,Kenya Airways Plc,0.8,5.5,12,12.65,12.3,12.45,-0.15,1.20%,"36,300",NaN
11-Apr-18,LKL,Longhorn Publishers Plc,4.26,8.6,4.65,4.7,4.65,4.65,NaN,NaN,"3,500",NaN
11-Apr-18,NBV,Nairobi Business Ventures Ltd,0.49,0.99,2.5,2.5,2.5,2.5,NaN,NaN,NaN,NaN
11-Apr-18,NMG,Nation Media Group Plc,13.45,49,109,111,110,110,NaN,NaN,"12,500",NaN
11-Apr-18,SMER,Sameer Africa Plc,1.91,4.69,2.35,2.55,2.5,2.3,0.2,8.70%,600,NaN
11-Apr-18,SGL,Standard Group Plc,18,31,33.75,33.75,33.75,31,2.75,8.87%,300,NaN
11-Apr-18,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,32.5,32.5,32.5,32.5,NaN,NaN,NaN,NaN
11-Apr-18,UCHM,Uchumi Supermarket Plc,0.23,0.5,2.4,2.5,2.4,2.4,NaN,NaN,"143,900",NaN
11-Apr-18,SCAN,WPP ScanGroup Plc,10.5,25,16,16.5,16.1,16,0.1,0.63%,"9,000",NaN
11-Apr-18,ARM,ARM Cement Plc,5.55,5.55,8.1,8.35,8.1,8.35,-0.25,2.99%,"148,700",NaN
11-Apr-18,BAMB,Bamburi Cement Ltd,26,120,175,180,175,173,2,1.16%,"404,600",NaN
11-Apr-18,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,80,NaN,NaN,NaN,NaN
11-Apr-18,CABL,East African Cables Ltd,1.44,3.98,4.6,5,4.75,4.9,-0.15,3.06%,"108,900",NaN
11-Apr-18,PORT,East African Portland Cement Ltd,12.6,18.5,25,25,25,25,NaN,NaN,"1,400",NaN
11-Apr-18,KENO,KenolKobil Ltd,12.8,23,17.7,17.85,17.7,17.75,-0.05,0.28%,"269,000",NaN
11-Apr-18,KEGN,Kenya Electricity Generating Company Plc,4,6.5,8.6,9,8.75,8.6,0.15,1.74%,"97,400",NaN
11-Apr-18,KPLC-P4,KPLC-P4,5,5,5,5,5,5,NaN,NaN,NaN,NaN
11-Apr-18,KPLC-P7,KPLC-P7,6,6,6,6,6,6,NaN,NaN,NaN,NaN
11-Apr-18,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,7.75,8,7.75,7.8,-0.05,0.64%,"251,300",NaN
11-Apr-18,TOTL,Total Kenya Ltd,22,30,32.75,34.75,33.75,34,-0.25,0.74%,"10,400",NaN
11-Apr-18,UMME,Umeme Ltd,5.68,8.6,12.9,12.9,12.9,12.9,NaN,NaN,"4,900",NaN
11-Apr-18,BRIT,Britam Holdings Plc,5.7,10.65,12.9,13.1,12.95,12.9,0.05,0.39%,"282,500",NaN
11-Apr-18,CIC,CIC Insurance Group Ltd,2,3.65,5,5.05,5,5,NaN,NaN,"157,700",NaN
11-Apr-18,JUB,Jubilee Holdings Ltd,225,381,530,530,530,530,NaN,NaN,500,NaN
11-Apr-18,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,18,18.9,18.2,18.3,-0.1,0.55%,"39,900",4.55
11-Apr-18,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,13.5,14,13.9,13.6,0.3,2.21%,"16,500",NaN
11-Apr-18,SLAM,Sanlam Kenya Plc,13,20,25.25,25.5,25.25,25.5,-0.25,0.98%,"5,400",NaN
11-Apr-18,CTUM,Centum Investment Company Plc,19.6,33.5,44,44.25,44.1,44.15,-0.05,0.11%,"34,200",NaN
11-Apr-18,HAFR,Home Afrika Ltd,0.3,0.69,1.05,1.15,1.05,1.05,NaN,NaN,"198,500",NaN
11-Apr-18,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",NaN,NaN,NaN,NaN
11-Apr-18,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.9,3.15,2.9,3,-0.1,3.33%,"15,900",NaN
